strategy,capital,final,tot_ret,mdd,calmar,avg_cash_pct,avg_zero_alloc,avg_held,fee
TRD_K10_ADV50M,50000,101699.92630000005,103.39985260000009,-21.66299239920057,4.773110320798334,1.594753444387665,0.0,10.0,851.0737000000001
TRD_K10_ADV50M,100000,204252.74700000015,104.25274700000014,-21.738649236024386,4.795732516224459,0.7247148241701109,0.0,10.0,1725.6529999999998
TRD_K10_ADV50M,200000,409457.64330000035,104.72882165000019,-21.780333444341203,4.80841222737157,0.24236428621627926,0.0,10.0,3471.6567
ADAPT_K10_ADV50M,10000,15838.613200000013,58.38613200000013,-17.554642234312603,3.3259653612238025,3.5332830743732924,0.0,10.0,190.78680000000003
ADAPT_K10_ADV50M,20000,31809.026100000032,59.045130500000155,-17.802832152859082,3.3166144573529377,1.858140412924996,0.0,10.0,388.87389999999994
ADAPT_K10_ADV50M,30000,47948.161200000024,59.82720400000008,-17.876762702560395,3.346646425609898,1.1795557886937376,0.0,10.0,589.4388
ADAPT_K10_ADV50M,50000,80080.58840000007,60.16117680000013,-17.95888761343887,3.3499389324637647,0.7020413771328752,0.0,10.0,988.2116000000001
ADAPT_K10_ADV50M,100000,160392.45840000006,60.39245840000007,-17.983826525117827,3.358153967713742,0.3005599560327663,0.0,10.0,1987.1416000000002
ADAPT_K10_ADV50M,200000,321065.4009000003,60.53270045000014,-18.012410902709338,3.360610679878234,0.07856269794403428,0.0,10.0,3986.0991000000004
TRD_K20_ADV50M,10000,21053.366099999996,110.53366099999997,-19.53669524556668,5.65774608298108,14.473942084291517,1.3333333333333333,18.666666666666668,132.43390000000002
TRD_K20_ADV50M,20000,43565.546900000016,117.82773450000006,-20.117886685206685,5.85686440845909,6.673485743679116,0.0,20.0,289.7531
TRD_K20_ADV50M,30000,65687.39140000004,118.95797133333343,-20.42520732924341,5.8240765645995465,4.19593809428302,0.0,20.0,447.30859999999996
TRD_K20_ADV50M,50000,110415.30190000003,120.83060380000008,-20.617516118591535,5.86058005750959,2.18980023716871,0.0,20.0,762.8980999999999
TRD_K20_ADV50M,100000,222623.0108000001,122.62301080000012,-20.715833235119245,5.919289338172463,1.288303745914132,0.0,20.0,1541.2892000000002
TRD_K20_ADV50M,200000,446510.4935000002,123.2552467500001,-20.788084614763306,5.929129548687066,0.6606416851447139,0.0,20.0,3105.4065
ADAPT_K20_ADV50M,10000,15808.31160000001,58.08311600000009,-12.865026388079876,4.514807373719587,7.138681148362206,0.0,20.0,161.3884
ADAPT_K20_ADV50M,20000,32061.062600000012,60.30531300000006,-13.200885471621074,4.568277872695956,3.9312012467683144,0.0,20.0,337.03739999999993
ADAPT_K20_ADV50M,30000,48452.85580000003,61.509519333333415,-13.32099263984837,4.617487675005093,2.5915640821969226,0.0,20.0,514.9442
